TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,LoginAttempts,AccountBalance,PreviousTransactionDate
TRANSACTIONS1000BASELINE000188,ACB00068,402.49,2024-01-24T02:00:00,Debit,Seattle,ATM,58,Retired,1,2852.39,2024-01-23T19:00:00
TRANSACTIONS1000BASELINE000189,ACB00069,731.24,2024-01-06T23:00:00,Debit,Omaha,Online,39,Doctor,1,7625.30,2024-01-03T15:00:00
TRANSACTIONS1000BASELINE000190,ACB00070,33.09,2024-01-15T15:00:00,Credit,Atlanta,Online,48,Student,2,2998.92,2024-01-13T18:00:00
TRANSACTIONS1000BASELINE000191,ACB00071,800.92,2024-02-07T12:00:00,Debit,Omaha,Branch,39,Student,1,2774.16,2024-02-03T12:00:00
TRANSACTIONS1000BASELINE000192,ACB00072,345.84,2024-01-24T02:00:00,Debit,Charlotte,Online,49,Doctor,1,4660.20,2024-01-21T20:00:00
TRANSACTIONS1000BASELINE000193,ACB00073,5.00,2024-02-05T14:00:00,Debit,Phoenix,Branch,42,Student,2,2898.02,2024-02-03T12:00:00
TRANSACTIONS1000BASELINE000194,ACB00074,190.76,2024-01-26T08:00:00,Debit,Las Vegas,ATM,59,Doctor,3,6339.70,2024-01-23T11:00:00
TRANSACTIONS1000BASELINE000195,ACB00075,48.59,2024-02-17T13:00:00,Debit,Albuquerque,ATM,47,Retired,1,6633.05,2024-02-14T11:00:00
TRANSACTIONS1000BASELINE000196,ACB00076,617.04,2024-02-15T03:00:00,Debit,Washington,Online,49,Engineer,1,5143.09,2024-02-13T12:00:00
TRANSACTIONS1000BASELINE000197,ACB00077,308.08,2024-01-09T05:00:00,Debit,San Francisco,Online,51,Retired,2,4528.09,2024-01-07T15:00:00
TRANSACTIONS1000BASELINE000198,ACB00078,213.57,2024-01-06T14:00:00,Debit,Raleigh,ATM,42,Student,1,4719.60,2024-01-05T10:00:00
TRANSACTIONS1000BASELINE000199,ACB00079,75.64,2024-02-01T00:00:00,Debit,Los Angeles,ATM,40,Doctor,2,3485.01,2024-01-31T15:00:00
TRANSACTIONS1000BASELINE000200,ACB00080,562.03,2024-01-26T22:00:00,Credit,Dallas,ATM,43,Student,1,6561.22,2024-01-26T12:00:00
TRANSACTIONS1000BASELINE000201,ACB00081,290.71,2024-01-31T10:00:00,Debit,Omaha,Branch,42,Student,1,1719.43,2024-01-30T19:00:00
TRANSACTIONS1000BASELINE000202,ACB00082,5.00,2024-02-11T10:00:00,Debit,Fresno,ATM,43,Doctor,1,4637.74,2024-02-09T17:00:00
TRANSACTIONS1000BASELINE000203,ACB00083,162.96,2024-02-15T04:00:00,Credit,El Paso,Online,32,Engineer,1,7276.12,2024-02-12T14:00:00
TRANSACTIONS1000BASELINE000204,ACB00084,45.92,2024-02-05T13:00:00,Credit,Louisville,Branch,43,Student,1,1930.57,2024-02-04T12:00:00
TRANSACTIONS1000BASELINE000205,ACB00085,364.28,2024-01-20T16:00:00,Debit,Columbus,Branch,48,Engineer,2,5457.05,2024-01-18T11:00:00
TRANSACTIONS1000BASELINE000206,ACB00086,322.12,2024-02-14T22:00:00,Debit,Memphis,Online,37,Engineer,1,6752.01,2024-02-11T10:00:00
TRANSACTIONS1000BASELINE000207,ACB00087,162.93,2024-02-13T14:00:00,Debit,Indianapolis,ATM,40,Student,1,5318.43,2024-02-12T10:00:00
TRANSACTIONS1000BASELINE000208,ACB00088,556.05,2024-01-04T00:00:00,Debit,Columbus,Branch,25,Student,1,1786.90,2024-01-03T09:00:00
TRANSACTIONS1000BASELINE000209,ACB00089,5.00,2024-01-20T19:00:00,Debit,Seattle,Online,46,Retired,1,3992.70,2024-01-20T12:00:00
TRANSACTIONS1000BASELINE000210,ACB00090,268.81,2024-01-28T13:00:00,Credit,Fresno,Branch,35,Engineer,1,1030.39,2024-01-25T20:00:00
TRANSACTIONS1000BASELINE000211,ACB00091,1062.69,2024-02-15T04:00:00,Debit,Louisville,ATM,44,Doctor,1,2586.80,2024-02-12T15:00:00
TRANSACTIONS1000BASELINE000212,ACB00092,675.62,2024-01-29T14:00:00,Debit,New York,Online,39,Doctor,1,8741.04,2024-01-28T14:00:00
TRANSACTIONS1000BASELINE000213,ACB00093,135.42,2024-02-18T05:00:00,Credit,Raleigh,ATM,39,Engineer,1,5771.13,2024-02-15T15:00:00
TRANSACTIONS1000BASELINE000214,ACB00094,573.56,2024-01-12T13:00:00,Debit,Raleigh,ATM,49,Doctor,1,19188.39,2024-01-10T09:00:00
TRANSACTIONS1000BASELINE000215,ACB00095,497.62,2024-02-10T05:00:00,Credit,San Diego,ATM,55,Retired,1,5179.73,2024-02-08T16:00:00
TRANSACTIONS1000BASELINE000216,ACB00096,296.31,2024-02-07T19:00:00,Debit,San Francisco,ATM,53,Doctor,1,5334.86,2024-02-06T11:00:00
TRANSACTIONS1000BASELINE000217,ACB00097,274.96,2024-01-24T03:00:00,Debit,Omaha,Online,52,Retired,1,6929.00,2024-01-20T09:00:00
TRANSACTIONS1000BASELINE000218,ACB00098,427.83,2024-02-17T00:00:00,Credit,Washington,Online,38,Student,1,4847.74,2024-02-14T20:00:00
TRANSACTIONS1000BASELINE000219,ACB00099,188.41,2024-02-11T17:00:00,Credit,Dallas,Online,58,Retired,1,4670.70,2024-02-09T13:00:00
TRANSACTIONS1000BASELINE000220,ACB00100,226.54,2024-02-16T04:00:00,Debit,Portland,Branch,49,Student,1,10270.59,2024-02-15T09:00:00
TRANSACTIONS1000BASELINE000221,ACB00101,132.23,2024-01-10T14:00:00,Debit,Fresno,Branch,54,Retired,1,5083.94,2024-01-08T15:00:00
TRANSACTIONS1000BASELINE000222,ACB00102,182.01,2024-01-10T20:00:00,Debit,Chicago,Branch,48,Engineer,1,4323.12,2024-01-06T20:00:00
TRANSACTIONS1000BASELINE000223,ACB00103,338.59,2024-02-01T06:00:00,Debit,Fresno,ATM,34,Student,1,2223.25,2024-01-31T10:00:00
TRANSACTIONS1000BASELINE000224,ACB00104,5.00,2024-01-18T05:00:00,Credit,Philadelphia,Branch,28,Student,1,1357.59,2024-01-15T11:00:00
TRANSACTIONS1000BASELINE000225,ACB00105,5.00,2024-01-10T06:00:00,Debit,Houston,ATM,50,Doctor,1,9916.15,2024-01-09T10:00:00
TRANSACTIONS1000BASELINE000226,ACB00106,648.17,2024-02-03T09:00:00,Debit,Mesa,Online,44,Engineer,1,6002.94,2024-01-31T12:00:00
TRANSACTIONS1000BASELINE000227,ACB00107,97.41,2024-02-07T00:00:00,Debit,Miami,ATM,46,Retired,1,2567.26,2024-02-05T18:00:00
TRANSACTIONS1000BASELINE000228,ACB00108,263.01,2024-01-17T01:00:00,Debit,Seattle,Branch,35,Doctor,2,6320.06,2024-01-15T09:00:00
TRANSACTIONS1000BASELINE000229,ACB00109,263.04,2024-01-20T20:00:00,Debit,Virginia Beach,Online,39,Student,1,5061.26,2024-01-16T20:00:00
TRANSACTIONS1000BASELINE000230,ACB00110,334.57,2024-01-22T16:00:00,Debit,Colorado Springs,Branch,37,Engineer,1,9166.61,2024-01-19T09:00:00
TRANSACTIONS1000BASELINE000231,ACB00111,588.77,2024-01-27T04:00:00,Debit,Chicago,ATM,43,Doctor,1,5437.44,2024-01-24T16:00:00
TRANSACTIONS1000BASELINE000232,ACB00112,5.00,2024-01-05T03:00:00,Debit,Chicago,ATM,38,Student,1,3358.98,2024-01-02T19:00:00
TRANSACTIONS1000BASELINE000233,ACB00113,225.85,2024-01-12T17:00:00,Debit,Miami,ATM,39,Student,1,2710.76,2024-01-09T11:00:00
TRANSACTIONS1000BASELINE000234,ACB00114,315.74,2024-01-17T07:00:00,Debit,Kansas City,ATM,41,Engineer,1,3766.17,2024-01-16T20:00:00
TRANSACTIONS1000BASELINE000235,ACB00115,280.81,2024-01-17T05:00:00,Debit,Colorado Springs,Branch,47,Engineer,1,2444.46,2024-01-16T16:00:00
TRANSACTIONS1000BASELINE000236,ACB00116,764.82,2024-02-13T13:00:00,Debit,Tucson,ATM,43,Student,1,4635.30,2024-02-12T20:00:00
TRANSACTIONS1000BASELINE000237,ACB00117,502.39,2024-01-07T02:00:00,Credit,Philadelphia,ATM,41,Retired,3,3420.21,2024-01-05T10:00:00
TRANSACTIONS1000BASELINE000238,ACB00118,19.69,2024-01-13T08:00:00,Debit,Denver,Branch,51,Retired,2,5073.00,2024-01-12T19:00:00
TRANSACTIONS1000BASELINE000239,ACB00119,20.98,2024-01-15T22:00:00,Debit,Memphis,Online,44,Engineer,1,2785.88,2024-01-15T16:00:00
TRANSACTIONS1000BASELINE000240,ACB00120,629.88,2024-02-09T07:00:00,Credit,Indianapolis,Branch,24,Student,2,5675.16,2024-02-06T20:00:00
TRANSACTIONS1000BASELINE000241,ACB00001,132.92,2024-01-22T00:00:00,Credit,Jacksonville,ATM,39,Student,1,5413.54,2024-01-19T08:00:00
TRANSACTIONS1000BASELINE000242,ACB00002,370.62,2024-02-02T07:00:00,Credit,Colorado Springs,Branch,47,Retired,2,3082.37,2024-02-01T19:00:00
TRANSACTIONS1000BASELINE000243,ACB00003,20.72,2024-02-09T07:00:00,Debit,San Antonio,Online,47,Engineer,1,6377.87,2024-02-05T12:00:00
TRANSACTIONS1000BASELINE000244,ACB00004,476.75,2024-01-18T18:00:00,Debit,Washington,Online,55,Retired,1,3497.64,2024-01-16T02:00:00
TRANSACTIONS1000BASELINE000245,ACB00005,414.58,2024-02-04T06:00:00,Credit,New York,Branch,47,Doctor,1,3219.82,2024-02-02T13:00:00
TRANSACTIONS1000BASELINE000246,ACB00006,5.00,2024-01-10T01:00:00,Credit,Milwaukee,Online,60,Retired,1,4899.86,2024-01-09T02:00:00
TRANSACTIONS1000BASELINE000247,ACB00007,408.58,2024-02-17T14:00:00,Debit,Memphis,ATM,43,Student,1,2438.91,2024-02-15T14:00:00
TRANSACTIONS1000BASELINE000248,ACB00008,413.98,2024-01-28T16:00:00,Credit,Sacramento,Online,56,Engineer,1,6223.91,2024-01-26T15:00:00
TRANSACTIONS1000BASELINE000249,ACB00009,5.00,2024-02-08T19:00:00,Debit,El Paso,ATM,48,Engineer,1,4573.85,2024-02-05T09:00:00
TRANSACTIONS1000BASELINE000250,ACB00010,180.40,2024-01-10T06:00:00,Debit,Denver,Online,52,Retired,1,6849.48,2024-01-06T09:00:00
TRANSACTIONS1000BASELINE000251,ACB00011,789.26,2024-01-11T19:00:00,Credit,Fresno,ATM,43,Student,1,4309.66,2024-01-10T22:00:00
TRANSACTIONS1000BASELINE000252,ACB00012,433.62,2024-02-03T18:00:00,Debit,Houston,Online,44,Student,1,2994.14,2024-01-30T20:00:00
TRANSACTIONS1000BASELINE000253,ACB00013,290.16,2024-02-04T15:00:00,Debit,Las Vegas,Online,54,Engineer,3,5728.09,2024-02-02T09:00:00
TRANSACTIONS1000BASELINE000254,ACB00014,309.50,2024-02-07T19:00:00,Credit,Omaha,ATM,48,Engineer,1,7508.58,2024-02-03T22:00:00
TRANSACTIONS1000BASELINE000255,ACB00015,231.18,2024-02-13T21:00:00,Debit,Omaha,Online,32,Student,1,1003.89,2024-02-13T09:00:00
TRANSACTIONS1000BASELINE000256,ACB00016,5.00,2024-01-22T18:00:00,Debit,Fort Worth,ATM,28,Student,3,7851.14,2024-01-21T03:00:00
TRANSACTIONS1000BASELINE000257,ACB00017,5.00,2024-02-11T05:00:00,Debit,San Diego,ATM,47,Engineer,1,7670.70,2024-02-09T15:00:00
TRANSACTIONS1000BASELINE000258,ACB00018,534.09,2024-02-01T21:00:00,Debit,Albuquerque,Online,40,Engineer,1,5606.77,2024-01-30T12:00:00
TRANSACTIONS1000BASELINE000259,ACB00019,5.00,2024-01-30T13:00:00,Debit,Indianapolis,Online,46,Retired,1,3727.45,2024-01-27T15:00:00
TRANSACTIONS1000BASELINE000260,ACB00020,494.10,2024-02-10T20:00:00,Debit,Milwaukee,ATM,59,Engineer,1,4136.45,2024-02-07T00:00:00
TRANSACTIONS1000BASELINE000261,ACB00021,463.50,2024-02-14T23:00:00,Debit,Memphis,Branch,60,Retired,1,5159.13,2024-02-12T16:00:00
TRANSACTIONS1000BASELINE000262,ACB00022,552.26,2024-02-13T05:00:00,Debit,Milwaukee,Branch,52,Retired,1,4649.11,2024-02-10T11:00:00
TRANSACTIONS1000BASELINE000263,ACB00023,843.57,2024-01-21T18:00:00,Debit,San Francisco,ATM,53,Doctor,2,7109.90,2024-01-18T01:00:00
TRANSACTIONS1000BASELINE000264,ACB00024,143.17,2024-01-19T01:00:00,Debit,Memphis,ATM,45,Doctor,2,5698.06,2024-01-15T12:00:00
TRANSACTIONS1000BASELINE000265,ACB00025,1823.73,2024-02-18T20:00:00,Debit,Portland,Branch,44,Student,1,4938.63,2024-02-17T00:00:00
TRANSACTIONS1000BASELINE000266,ACB00026,309.42,2024-01-19T03:00:00,Debit,Raleigh,Online,41,Student,1,4058.76,2024-01-18T03:00:00
TRANSACTIONS1000BASELINE000267,ACB00027,127.42,2024-01-08T16:00:00,Debit,Mesa,Online,39,Student,1,7032.52,2024-01-05T23:00:00
TRANSACTIONS1000BASELINE000268,ACB00028,79.78,2024-01-23T01:00:00,Debit,Austin,Branch,44,Engineer,1,5416.35,2024-01-19T18:00:00
TRANSACTIONS1000BASELINE000269,ACB00029,329.01,2024-01-04T06:00:00,Credit,Colorado Springs,ATM,46,Doctor,1,7180.12,2024-01-02T18:00:00
TRANSACTIONS1000BASELINE000270,ACB00030,389.01,2024-02-01T10:00:00,Debit,Tucson,Branch,48,Engineer,2,2864.20,2024-01-29T06:00:00
TRANSACTIONS1000BASELINE000271,ACB00031,204.51,2024-02-02T13:00:00,Debit,Louisville,Online,45,Student,1,3596.35,2024-02-01T00:00:00
TRANSACTIONS1000BASELINE000272,ACB00032,5.00,2024-02-08T03:00:00,Debit,Miami,Branch,32,Student,1,1715.53,2024-02-06T06:00:00
TRANSACTIONS1000BASELINE000273,ACB00033,14.61,2024-01-25T08:00:00,Credit,Indianapolis,ATM,52,Engineer,2,3763.14,2024-01-23T13:00:00
TRANSACTIONS1000BASELINE000274,ACB00034,453.98,2024-02-12T02:00:00,Debit,Las Vegas,ATM,51,Retired,1,4012.03,2024-02-08T02:00:00
TRANSACTIONS1000BASELINE000275,ACB00035,483.89,2024-01-07T11:00:00,Debit,Baltimore,ATM,38,Student,1,3509.33,2024-01-04T14:00:00
TRANSACTIONS1000BASELINE000276,ACB00036,193.53,2024-01-05T11:00:00,Debit,Los Angeles,ATM,28,Student,1,5759.02,2024-01-05T02:00:00
TRANSACTIONS1000BASELINE000277,ACB00037,281.07,2024-02-15T03:00:00,Debit,Milwaukee,Online,43,Engineer,1,4586.32,2024-02-12T00:00:00
TRANSACTIONS1000BASELINE000278,ACB00038,64.25,2024-01-30T10:00:00,Debit,Memphis,ATM,53,Doctor,1,4134.28,2024-01-28T13:00:00
TRANSACTIONS1000BASELINE000279,ACB00039,261.97,2024-01-16T18:00:00,Debit,Houston,ATM,44,Engineer,1,1817.84,2024-01-15T14:00:00
TRANSACTIONS1000BASELINE000280,ACB00040,463.88,2024-01-15T06:00:00,Debit,San Jose,ATM,45,Student,1,4577.80,2024-01-12T09:00:00
TRANSACTIONS1000BASELINE000281,ACB00041,55.47,2024-01-23T18:00:00,Credit,Miami,ATM,45,Student,1,2417.45,2024-01-23T00:00:00
TRANSACTIONS1000BASELINE000282,ACB00042,50.75,2024-02-12T18:00:00,Debit,Colorado Springs,Online,48,Doctor,1,6856.62,2024-02-11T13:00:00
TRANSACTIONS1000BASELINE000283,ACB00043,327.14,2024-02-07T13:00:00,Debit,Mesa,Online,53,Retired,1,5546.43,2024-02-05T09:00:00
TRANSACTIONS1000BASELINE000284,ACB00044,909.63,2024-02-10T11:00:00,Debit,Charlotte,Branch,37,Student,1,2162.14,2024-02-09T17:00:00
TRANSACTIONS1000BASELINE000285,ACB00045,106.86,2024-01-21T08:00:00,Debit,Philadelphia,ATM,71,Retired,2,6959.85,2024-01-20T07:00:00
TRANSACTIONS1000BASELINE000286,ACB00046,225.29,2024-02-07T20:00:00,Credit,Omaha,Branch,43,Engineer,1,6769.12,2024-02-04T20:00:00
TRANSACTIONS1000BASELINE000287,ACB00047,211.59,2024-01-28T01:00:00,Debit,Phoenix,Branch,40,Student,2,3412.61,2024-01-25T19:00:00
TRANSACTIONS1000BASELINE000288,ACB00048,49.29,2024-01-12T08:00:00,Debit,Milwaukee,Online,53,Doctor,1,11077.37,2024-01-08T09:00:00
TRANSACTIONS1000BASELINE000289,ACB00049,80.34,2024-01-19T23:00:00,Credit,Kansas City,Branch,56,Retired,1,7531.91,2024-01-16T06:00:00
TRANSACTIONS1000BASELINE000290,ACB00050,231.30,2024-02-19T14:00:00,Debit,Philadelphia,ATM,46,Retired,1,4301.70,2024-02-18T15:00:00
TRANSACTIONS1000BASELINE000291,ACB00051,203.23,2024-02-05T23:00:00,Debit,Houston,Branch,52,Retired,1,5579.77,2024-02-03T21:00:00
TRANSACTIONS1000BASELINE000292,ACB00052,209.79,2024-01-25T01:00:00,Debit,Boston,ATM,46,Retired,1,4075.02,2024-01-21T03:00:00
TRANSACTIONS1000BASELINE000293,ACB00053,208.97,2024-02-20T04:00:00,Debit,Omaha,ATM,47,Doctor,2,7858.64,2024-02-17T09:00:00
TRANSACTIONS1000BASELINE000294,ACB00054,270.72,2024-01-10T03:00:00,Debit,Memphis,ATM,35,Student,1,3535.03,2024-01-06T23:00:00
TRANSACTIONS1000BASELINE000295,ACB00055,153.60,2024-01-30T19:00:00,Credit,Memphis,Online,54,Engineer,1,5135.96,2024-01-30T08:00:00
TRANSACTIONS1000BASELINE000296,ACB00056,188.76,2024-01-16T17:00:00,Debit,Fresno,ATM,25,Student,1,882.31,2024-01-12T17:00:00
TRANSACTIONS1000BASELINE000297,ACB00057,461.75,2024-01-27T15:00:00,Debit,Las Vegas,ATM,37,Student,2,2751.47,2024-01-26T11:00:00
TRANSACTIONS1000BASELINE000298,ACB00058,5.00,2024-02-03T14:00:00,Debit,San Antonio,Online,48,Engineer,2,1992.35,2024-01-31T11:00:00
TRANSACTIONS1000BASELINE000299,ACB00059,209.95,2024-01-06T09:00:00,Credit,Indianapolis,ATM,40,Doctor,1,5656.87,2024-01-04T20:00:00
TRANSACTIONS1000BASELINE000300,ACB00060,5.00,2024-02-10T07:00:00,Credit,Boston,Online,60,Doctor,1,11080.02,2024-02-09T18:00:00
TRANSACTIONS1000BASELINE000301,ACB00061,104.01,2024-02-04T22:00:00,Debit,Nashville,Online,38,Student,1,2986.31,2024-02-03T06:00:00
TRANSACTIONS1000BASELINE000302,ACB00062,319.16,2024-02-17T18:00:00,Credit,Louisville,Branch,45,Student,3,3664.00,2024-02-14T02:00:00
TRANSACTIONS1000BASELINE000303,ACB00063,152.84,2024-01-30T09:00:00,Debit,Sacramento,ATM,28,Student,1,4163.49,2024-01-28T00:00:00
TRANSACTIONS1000BASELINE000304,ACB00064,574.91,2024-01-23T21:00:00,Credit,Louisville,ATM,32,Student,1,5866.81,2024-01-20T00:00:00
TRANSACTIONS1000BASELINE000305,ACB00065,550.95,2024-01-09T04:00:00,Debit,Jacksonville,Online,49,Engineer,1,7168.33,2024-01-07T22:00:00
TRANSACTIONS1000BASELINE000306,ACB00066,549.35,2024-02-03T13:00:00,Debit,Portland,ATM,50,Engineer,1,5923.62,2024-01-30T14:00:00
TRANSACTIONS1000BASELINE000307,ACB00067,223.13,2024-02-12T15:00:00,Credit,Austin,Online,47,Doctor,1,4372.88,2024-02-11T22:00:00
TRANSACTIONS1000BASELINE000308,ACB00068,997.51,2024-01-26T06:00:00,Debit,Seattle,Online,58,Retired,2,6134.99,2024-01-24T02:00:00
TRANSACTIONS1000BASELINE000309,ACB00069,83.01,2024-01-08T13:00:00,Debit,Detroit,Online,39,Doctor,1,9120.66,2024-01-06T23:00:00
TRANSACTIONS1000BASELINE000310,ACB00070,374.32,2024-01-19T11:00:00,Debit,Jacksonville,ATM,48,Student,1,2868.53,2024-01-15T15:00:00
TRANSACTIONS1000BASELINE000311,ACB00071,263.11,2024-02-11T01:00:00,Debit,Dallas,Branch,39,Student,2,4374.82,2024-02-07T12:00:00
TRANSACTIONS1000BASELINE000312,ACB00072,393.55,2024-01-25T18:00:00,Debit,Fort Worth,Online,49,Doctor,1,6338.10,2024-01-24T02:00:00
TRANSACTIONS1000BASELINE000313,ACB00073,715.42,2024-02-09T03:00:00,Debit,Philadelphia,Branch,42,Student,1,4498.64,2024-02-05T14:00:00
TRANSACTIONS1000BASELINE000314,ACB00074,197.65,2024-01-28T08:00:00,Debit,Las Vegas,ATM,59,Doctor,2,7493.53,2024-01-26T08:00:00
TRANSACTIONS1000BASELINE000315,ACB00075,168.17,2024-02-20T12:00:00,Debit,El Paso,Online,47,Retired,1,9314.05,2024-02-17T13:00:00
TRANSACTIONS1000BASELINE000316,ACB00076,312.66,2024-02-17T20:00:00,Debit,Washington,Branch,49,Engineer,1,5159.84,2024-02-15T03:00:00
TRANSACTIONS1000BASELINE000317,ACB00077,592.69,2024-01-11T08:00:00,Debit,Philadelphia,ATM,51,Retired,1,5874.23,2024-01-09T05:00:00
TRANSACTIONS1000BASELINE000318,ACB00078,597.81,2024-01-09T03:00:00,Debit,Louisville,Online,42,Student,2,3921.59,2024-01-06T14:00:00
TRANSACTIONS1000BASELINE000319,ACB00079,51.80,2024-02-01T07:00:00,Debit,Los Angeles,ATM,40,Doctor,1,6228.12,2024-02-01T00:00:00
TRANSACTIONS1000BASELINE000320,ACB00080,281.76,2024-01-28T03:00:00,Credit,Fresno,Online,43,Student,1,4290.80,2024-01-26T22:00:00
TRANSACTIONS1000BASELINE000321,ACB00081,474.37,2024-02-02T18:00:00,Debit,Raleigh,ATM,42,Student,1,1417.60,2024-01-31T10:00:00
TRANSACTIONS1000BASELINE000322,ACB00082,295.11,2024-02-13T02:00:00,Credit,Washington,Online,43,Doctor,1,2498.18,2024-02-11T10:00:00
TRANSACTIONS1000BASELINE000323,ACB00083,80.37,2024-02-17T13:00:00,Credit,El Paso,Online,32,Engineer,1,9419.46,2024-02-15T04:00:00
TRANSACTIONS1000BASELINE000324,ACB00084,170.28,2024-02-08T09:00:00,Credit,San Jose,Branch,43,Student,1,2061.48,2024-02-05T13:00:00
TRANSACTIONS1000BASELINE000325,ACB00085,357.63,2024-01-23T01:00:00,Debit,Fort Worth,Online,48,Engineer,1,4909.91,2024-01-20T16:00:00
TRANSACTIONS1000BASELINE000326,ACB00086,281.66,2024-02-17T21:00:00,Debit,Memphis,Online,37,Engineer,1,7250.12,2024-02-14T22:00:00
TRANSACTIONS1000BASELINE000327,ACB00087,589.97,2024-02-15T21:00:00,Debit,Indianapolis,Branch,40,Student,1,6900.13,2024-02-13T14:00:00
TRANSACTIONS1000BASELINE000328,ACB00088,17.43,2024-01-06T16:00:00,Debit,Columbus,Branch,25,Student,2,1823.55,2024-01-04T00:00:00
TRANSACTIONS1000BASELINE000329,ACB00089,266.85,2024-01-22T06:00:00,Debit,El Paso,Online,46,Retired,1,4736.86,2024-01-20T19:00:00
TRANSACTIONS1000BASELINE000330,ACB00090,165.54,2024-01-29T10:00:00,Debit,Milwaukee,Branch,35,Engineer,3,1605.66,2024-01-28T13:00:00
TRANSACTIONS1000BASELINE000331,ACB00091,671.98,2024-02-17T21:00:00,Debit,Jacksonville,Branch,44,Doctor,2,2608.57,2024-02-15T04:00:00
TRANSACTIONS1000BASELINE000332,ACB00092,391.71,2024-01-31T05:00:00,Debit,New York,Online,39,Doctor,1,8655.11,2024-01-29T14:00:00
TRANSACTIONS1000BASELINE000333,ACB00093,377.87,2024-02-18T17:00:00,Credit,Kansas City,Branch,39,Engineer,1,5504.41,2024-02-18T05:00:00
TRANSACTIONS1000BASELINE000334,ACB00094,547.42,2024-01-16T00:00:00,Debit,Raleigh,ATM,49,Doctor,1,14986.91,2024-01-12T13:00:00
TRANSACTIONS1000BASELINE000335,ACB00095,499.19,2024-02-14T03:00:00,Credit,Chicago,Branch,55,Retired,1,10361.05,2024-02-10T05:00:00
TRANSACTIONS1000BASELINE000336,ACB00096,1036.79,2024-02-10T09:00:00,Debit,Philadelphia,ATM,53,Doctor,1,6941.66,2024-02-07T19:00:00
TRANSACTIONS1000BASELINE000337,ACB00097,625.21,2024-01-27T21:00:00,Debit,Omaha,Branch,52,Retired,2,5076.70,2024-01-24T03:00:00
TRANSACTIONS1000BASELINE000338,ACB00098,245.80,2024-02-20T10:00:00,Credit,Washington,Online,38,Student,1,3169.30,2024-02-17T00:00:00
TRANSACTIONS1000BASELINE000339,ACB00099,138.97,2024-02-15T15:00:00,Credit,Dallas,Online,58,Retired,1,4773.13,2024-02-11T17:00:00
TRANSACTIONS1000BASELINE000340,ACB00100,155.07,2024-02-19T10:00:00,Debit,San Francisco,ATM,49,Student,2,5701.70,2024-02-16T04:00:00
TRANSACTIONS1000BASELINE000341,ACB00101,785.82,2024-01-12T15:00:00,Debit,El Paso,Branch,54,Retired,1,4322.14,2024-01-10T14:00:00
TRANSACTIONS1000BASELINE000342,ACB00102,545.62,2024-01-13T01:00:00,Debit,Chicago,Online,48,Engineer,1,5750.27,2024-01-10T20:00:00
TRANSACTIONS1000BASELINE000343,ACB00103,20.33,2024-02-05T03:00:00,Debit,Memphis,ATM,34,Student,1,2184.53,2024-02-01T06:00:00
TRANSACTIONS1000BASELINE000344,ACB00104,605.18,2024-01-18T19:00:00,Credit,Philadelphia,Online,28,Student,1,681.45,2024-01-18T05:00:00
TRANSACTIONS1000BASELINE000345,ACB00105,93.23,2024-01-11T20:00:00,Debit,Sacramento,ATM,50,Doctor,1,8051.80,2024-01-10T06:00:00
TRANSACTIONS1000BASELINE000346,ACB00106,360.72,2024-02-04T19:00:00,Debit,Mesa,Branch,44,Engineer,1,5767.63,2024-02-03T09:00:00
TRANSACTIONS1000BASELINE000347,ACB00107,129.16,2024-02-07T13:00:00,Debit,San Diego,ATM,46,Retired,1,4224.26,2024-02-07T00:00:00
TRANSACTIONS1000BASELINE000348,ACB00108,224.34,2024-01-20T05:00:00,Debit,Omaha,ATM,35,Doctor,1,9202.61,2024-01-17T01:00:00
TRANSACTIONS1000BASELINE000349,ACB00109,5.00,2024-01-23T01:00:00,Debit,Austin,Online,39,Student,2,5104.29,2024-01-20T20:00:00
TRANSACTIONS1000BASELINE000350,ACB00110,120.99,2024-01-26T05:00:00,Debit,San Antonio,ATM,37,Engineer,2,8487.17,2024-01-22T16:00:00
TRANSACTIONS1000BASELINE000351,ACB00111,726.71,2024-01-30T04:00:00,Credit,San Francisco,ATM,43,Doctor,1,6304.37,2024-01-27T04:00:00
TRANSACTIONS1000BASELINE000352,ACB00112,404.36,2024-01-09T02:00:00,Debit,Chicago,ATM,38,Student,1,2859.28,2024-01-05T03:00:00
TRANSACTIONS1000BASELINE000353,ACB00113,321.83,2024-01-13T22:00:00,Debit,Milwaukee,Online,39,Student,1,7843.84,2024-01-12T17:00:00
TRANSACTIONS1000BASELINE000354,ACB00114,194.49,2024-01-20T19:00:00,Debit,Tucson,ATM,41,Engineer,1,3124.74,2024-01-17T07:00:00
TRANSACTIONS1000BASELINE000355,ACB00115,416.31,2024-01-19T06:00:00,Debit,Colorado Springs,ATM,47,Engineer,1,2574.57,2024-01-17T05:00:00
TRANSACTIONS1000BASELINE000356,ACB00116,116.29,2024-02-14T08:00:00,Debit,Columbus,ATM,43,Student,1,3617.48,2024-02-13T13:00:00
TRANSACTIONS1000BASELINE000357,ACB00117,393.32,2024-01-08T16:00:00,Credit,Philadelphia,Branch,41,Retired,2,4099.50,2024-01-07T02:00:00
TRANSACTIONS1000BASELINE000358,ACB00118,873.17,2024-01-15T17:00:00,Debit,Denver,ATM,51,Retired,1,4877.94,2024-01-13T08:00:00
